,Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
,3,Development FIs,Bank Rakyat Malaysia,"Ts. Tahrizi Tahreb (Cybersecurity Professional) [LinkedIn: my.linkedin.com/in/ts-tahrizi-tahreb, conf 40 - title not explicitly CISO]",Azni Azaddin (CRO) + Jufree Soaidin (Compliance) [Composite],Nor Haimee Zakaria (Chief Finance Officer) — bankrakyat.com.my/portal-main/leaders/management-committee,Azni Azaddin (Group Chief Risk Officer) — bankrakyat.com.my/portal-main/leaders/management-committee,Jufree Soaidin (Group Chief Compliance Officer) — bankrakyat.com.my/portal-main/leaders/management-committee,Zulkanain Kassim (Chief Information Technology Officer) [LinkedIn/TheOfficialBoard],"Not publicly disclosed on Bank Rakyat management committee page. 8 management committee members listed; no Head of Internal Audit role. [Official: bankrakyat.com.my/portal-main/leaders/management-committee, conf 95]"
,3,Development FIs,Bank Simpanan Nasional (BSN),"Not publicly disclosed on BSN website leadership page [Official: bsn.com.my, conf 85]",Muizz Aiman Farid (CRO) + Sujit Guha Thakurta (Compliance) [Composite],Norhafizah Md Shariff (Chief Financial Officer) [Official: bsn.com.my],Muizz Aiman Farid (SVP / Chief Risk Officer) [Official: bsn.com.my],Sujit Guha Thakurta (SVP / Chief Compliance Officer) [Official: bsn.com.my],Asrul Kamaruddin (Chief Information Officer) [TheOrg - unverified],"Not publicly disclosed on BSN website leadership page [Official: bsn.com.my, conf 85]"
,3,Development FIs,Credit Guarantee Corporation Malaysia Berhad,"Not publicly disclosed on CGC website [Official: cgc.com.my, conf 85]","Not publicly disclosed on CGC website [Official: cgc.com.my, conf 85]","Not publicly disclosed on CGC website [Official: cgc.com.my, conf 85]","Zarina Osman (Chief Risk Officer) [Official: cgc.com.my/en-us/about/leadership/group-management, conf 95]","Uma Mageswary Murugaya (Head, Compliance & Integrity) [Official: cgc.com.my/en-us/about/leadership/group-management, conf 95]","Wai Ko-chi (Chief Technology Officer) [Official: cgc.com.my/en-us/about/leadership/group-management, conf 95]","Perbagaran Kuppusamy (Chief Internal Auditor) [Official: cgc.com.my/en-us/about/leadership/group-management, conf 95]"
,3,Development FIs,EXIM Bank Malaysia,"Hairil Izwar Abd Rahman (Group Chief Digital & Technology Officer, BPMB Group, CISO-equivalent) [Official: bpmb.com.my/about-us/leadership/, conf 80]","Wan Noorazli Maula Wan Suleiman (Head of Legal, Governance & Recovery) [Official: exim.com.my]; Mohammad Azam Ahmad (Group CRO) + Rohayati Talha (Group CCO) [Composite, BPMB Group] [Official: bpmb.com.my]","Hee Wei Jean (Group CFO, BPMB) [Official: bpmb.com.my/about-us/leadership]","Abdul Hadi Jusoh (Chief Risk Officer) [Official: exim.com.my]; Mohammad Azam Ahmad (Group CRO, BPMB) [Official: bpmb.com.my]","Nizam Samad (Chief Compliance Officer) [Official: exim.com.my]; Rohayati Talha (Group CCO, BPMB) [Official: bpmb.com.my]","Hairil Izwar Abd Rahman (Group Chief Digital & Technology Officer, BPMB) [Official: bpmb.com.my/about-us/leadership]","Shahrul Farelli Zulkiffli (Chief Internal Auditor) [Official: exim.com.my]; Hasrul Farid Hasnan (Group Chief Internal Auditor, BPMB) [Official: bpmb.com.my]"
,3,Development FIs,LPPSA,"Not publicly disclosed on LPPSA website [Official: lppsa.gov.my, conf 85]","Not publicly disclosed on LPPSA website [Official: lppsa.gov.my, conf 85]","Mohd Zawawi bin Mohd Muhiddin (Chief Finance Officer, Financial Management & Services Division) [HIGH confidence — Official: lppsa.gov.my/v3/en/pengurusan (official LPPSA Management page; 22 management profile PNG images extracted via Tesseract OCR, Jul 2025)]","Not publicly disclosed on LPPSA website [Official: lppsa.gov.my, conf 85]","Zahari bin Mohd Alias (Senior Manager, Integrity & Compliance Department) [MEDIUM-HIGH confidence — Official: lppsa.gov.my/v3/en/pengurusan (official LPPSA Management page; 22 management profile PNG images extracted via Tesseract OCR, Jul 2025)]","Mohd Nor Ferim bin Mohd Simin (Assistant General Manager, Information Communication and Technology Department) [MEDIUM-HIGH confidence — Official: lppsa.gov.my/v3/en/pengurusan (official LPPSA Management page; 22 management profile PNG images extracted via Tesseract OCR, Jul 2025)]","Yuzrah binti Mahmud (Assistant General Manager, Internal Audit Department) [MEDIUM-HIGH confidence — Official: lppsa.gov.my/v3/en/pengurusan (official LPPSA Management page; 22 management profile PNG images extracted via Tesseract OCR, Jul 2025)]"
,3,Development FIs,MARA,"Not publicly disclosed on MARA website [Official: mara.gov.my, conf 85]","Not publicly disclosed on MARA website [Official: mara.gov.my, conf 85]","Not publicly disclosed on MARA website [Official: mara.gov.my, conf 85]","Not publicly disclosed on MARA website [Official: mara.gov.my, conf 85]","Not publicly disclosed on MARA website [Official: mara.gov.my, conf 85]",Dr. Azmi bin Amat Murjan,"Not publicly disclosed on MARA website [Official: mara.gov.my, conf 85]"
,3,Development FIs,Malaysia Debt Ventures Berhad,"Not publicly disclosed on MDV website [Official: mdv.com.my, conf 85]","Rozita Khamsiah Binti Othman (SVP, Compliance and Governance)",Adrian Khor Yew Meng,Ahmad Shukri Bin Abd Rahman,"Rozita Khamsiah Binti Othman (SVP, Compliance and Governance)","Zuhry Rashid (VP, Technology Research and Advisory)","Norazian Mat Yusup (VP, Internal Audit)"
,3,Development FIs,PUNB,"Not publicly disclosed on PUNB website [Official: punb.com.my, conf 85]","Ahmad Faisal Mohd Basir (Head, Company Secretary & Governance) [Official: punb.com.my]","Azman Abdullah (General Manager, Finance & Transformation Division) [Official: punb.com.my]","Mohd Sulaiman Khazali (Head, Internal Audit & Risk Management) [Official: punb.com.my]","Norasyikin Mansor (Head, Legal Affairs) [Official: punb.com.my]","Not publicly disclosed on PUNB website [Official: punb.com.my, conf 85]","Mohd Sulaiman Khazali (Head, Internal Audit & Risk Management) [Official: punb.com.my]"
,3,Development FIs,SME Bank Berhad,"Hairil Izwar Abd Rahman (Group Chief Digital & Technology Officer, BPMB Group, CISO-equivalent) [Official: bpmb.com.my/about-us/leadership/, conf 80]",Mohammad Azam Ahmad (CRO) + Rosehamidi Kamaruddin (Compliance) [Group-level composite],"Hee Wei Jean (Group CFO, BPMB) [Official: bpmb.com.my]; Samad Majid Zain (was CFO Nov 2021 - Jun 2026, now CEO as of 1 Jul 2026) [Official: smebank.com.my]","Mohammad Azam Ahmad (Group Chief Risk Officer, BPMB) [Official: bpmb.com.my/about-us/leadership, conf 70 - BPMB Group-level]",Rosehamidi Kamaruddin (per RocketReach),"Hairil Izwar Abd Rahman (Group Chief Digital & Technology Officer, BPMB) [Official: bpmb.com.my/about-us/leadership, conf 70 - BPMB Group-level]","Hasrul Farid Hasnan (Group Chief Internal Auditor, BPMB) [Official: bpmb.com.my/about-us/leadership, conf 70 - BPMB Group-level]"
,3,Development FIs,Tabung Haji,Shamsul Kamal Hussein Kamal,Syahril Nizam Abu Hasan,Shamsul Bahar Shamsudin,Syahril Nizam Abu Hasan,Syahril Nizam Abu Hasan,Shamsul Kamal Hussein Kamal,Abu Bakar Baba
,3,Development FIs,Tekun Nasional,"Not publicly disclosed on TEKUN website [Official: tekun.gov.my, conf 85]","Not publicly disclosed on TEKUN website [Official: tekun.gov.my, conf 85]","Hj. Aishamuddin bin Zulkefli (Timbalan Ketua Pegawai Eksekutif (Kewangan) / Deputy CEO Finance) [Official: tekun.gov.my PDF org chart, conf 90]","Hj Mohamad Razman bin Razak (Ketua Jabatan Pengurusan Risiko / Head of Risk Management) [Official: tekun.gov.my PDF org chart, conf 90]","Jalilah Che Bidin (Ketua Jabatan Integriti & Tadbir Urus / Head of Integrity & Governance) [Official: tekun.gov.my PDF org chart, conf 90]","Hj. Muhammad Yusman bin Yusoff (Ketua Jabatan Teknologi Maklumat / Head of IT) [Official: tekun.gov.my PDF org chart, conf 90]","Md Rukemi bin Ishak (Ketua Jabatan Audit Dalam / Head of Internal Audit) [Official: tekun.gov.my PDF org chart, conf 90]"
,3,MSBs,2C2P (Malaysia) Sdn Bhd,"SHARES PARENT — 2C2P acquired by Ant Group (now ""2C2P by Antom""); cybersecurity managed at Antom/Ant Group global level [Official: 2c2p.com/about-us, conf 85]","SHARES PARENT — No dedicated GRC for Malaysia entity; managed at 2C2P Group level (Singapore HQ, 500+ staff across 6 markets) [Official: 2c2p.com, conf 85]","SHARES PARENT — No dedicated CFO for Malaysia entity; managed at 2C2P Group level (Singapore HQ) [Official: 2c2p.com, conf 85]","SHARES PARENT — No dedicated CRO for Malaysia entity; managed at 2C2P Group level [Official: 2c2p.com, conf 85]","SHARES PARENT — No dedicated Compliance Head for Malaysia entity; managed at 2C2P Group level [Official: 2c2p.com, conf 85]","SHARES PARENT — No dedicated CIO for Malaysia entity; IT managed at 2C2P Group level [Official: 2c2p.com, conf 85]","SHARES PARENT — No dedicated Internal Audit Head for Malaysia entity; managed at 2C2P Group level [Official: 2c2p.com, conf 85]"
,3,MSBs,BigPay Malaysia Sdn Bhd,"Angus Thorn|Group Chief Information Security Officer|65|https://theorg.com/org/bigpay/teams/leadership-team|BigPay Group CISO [TheOrg crowd-sourced org chart, Unverified. BigPay = Capital A (formerly AirAsia) fintech subsidiary, BNM-licensed e-money issuer.]","Ryan Vinoth|Head of Credit Risk (GRC equivalent)|60|https://theorg.com/org/bigpay/teams/finance-and-compliance-team|TheOrg confirmed — Head Of Credit Risk at BigPay. For fintech scale, covers GRC function. [TheOrg crowd-sourced org chart, confirmed listing, conf 60]","Nicholas Chua|Chief Financial Officer|65|https://theorg.com/org/bigpay/teams/leadership-team|BigPay-specific CFO [TheOrg crowd-sourced org chart, Unverified]. Previous entry: Mun Hui Teh (CFO, Capital A Berhad parent, conf 80, capitala.com). BigPay has its own CFO distinct from parent Capital A CFO.","Ryan Vinoth|Head of Credit Risk|60|https://theorg.com/org/bigpay/teams/finance-and-compliance-team|TheOrg confirmed — Head Of Credit Risk at BigPay. De facto CRO for fintech-scale firm. [TheOrg crowd-sourced org chart, confirmed listing, conf 60]","Divya Das|Head Of Compliance|65|https://theorg.com/org/bigpay/teams/finance-and-compliance-team|BigPay Head of Compliance (CAMS, ICA RC Dip) [TheOrg crowd-sourced org chart, Unverified]. Divya Das listed as 'Head Of Compliance - Bigpay (airasia Group Company)' on TheOrg Finance & Compliance Team page.","Siddharth (Sid) R.|Group Chief Technology Officer|65|https://theorg.com/org/bigpay/teams/leadership-team|BigPay Group CTO [TheOrg crowd-sourced org chart, Unverified]. CTO function covers CIO/technology leadership at this fintech.","SHARES PARENT — Internal Audit managed at BigPay/Grab Financial Group level [Official: theorg.com/org/bigpay, conf 65]"
,3,MSBs,Billplz Sdn Bhd,"SMALL FIRM — ~30 employees; no dedicated CISO; cybersecurity managed within engineering team [Official: billplz.com/about, conf 90]","SMALL FIRM — ~30 employees; no dedicated Head of GRC [Official: billplz.com/about, conf 90]","SMALL FIRM — ~30 employees; no dedicated CFO publicly listed [Official: billplz.com/about, conf 90]","SMALL FIRM — ~30 employees; no dedicated CRO [Official: billplz.com/about, conf 90]","SMALL FIRM — ~30 employees; no dedicated Head of Compliance [Official: billplz.com/about, conf 90]","SMALL FIRM — ~30 employees; no dedicated CIO; IT handled within engineering [Official: billplz.com/about, conf 90]","SMALL FIRM — ~30 employees; no dedicated Head of Internal Audit [Official: billplz.com/about, conf 90]"
,3,MSBs,CurrencyFair (Malaysia) Sdn Bhd,"SHARES PARENT — CurrencyFair HQ in Ireland; no dedicated CISO for Malaysia entity [Official: currencyfair.com, conf 80]","SHARES PARENT — No dedicated GRC for Malaysia entity; managed at CurrencyFair Group level [Official: currencyfair.com, conf 80]","SHARES PARENT — No dedicated CFO for Malaysia entity; managed at CurrencyFair Group level [Official: currencyfair.com, conf 80]","SHARES PARENT — No dedicated CRO for Malaysia entity [Official: currencyfair.com, conf 80]","SHARES PARENT — No dedicated Compliance Head for Malaysia entity [Official: currencyfair.com, conf 80]","SHARES PARENT — No dedicated CIO for Malaysia entity [Official: currencyfair.com, conf 80]","SHARES PARENT — No dedicated Internal Audit Head for Malaysia entity [Official: currencyfair.com, conf 80]"
,3,MSBs,G2G Online (Malaysia) Sdn Bhd,SMALL FIRM — No publicly disclosed CISO for G2G Online Malaysia [conf 80],SMALL FIRM — No publicly disclosed Head of GRC [conf 80],SMALL FIRM — No publicly disclosed CFO [conf 80],SMALL FIRM — No publicly disclosed CRO [conf 80],SMALL FIRM — No publicly disclosed Head of Compliance [conf 80],SMALL FIRM — No publicly disclosed CIO [conf 80],SMALL FIRM — No publicly disclosed Head of Internal Audit [conf 80]
,3,MSBs,GrabPay Malaysia Sdn Bhd,"SHARES PARENT — Cybersecurity managed at Grab Holdings Group level (Singapore HQ) [Official: grab.com, conf 85]","SHARES PARENT — GRC managed at Grab Holdings Group level [Official: grab.com, conf 85]","Peter Oey (Group CFO, Grab Holdings) [Wikipedia/Grab Holdings, conf 75 - Singapore HQ group-level, no Malaysia-specific CFO published] [INHERITED from Grab Holdings Group - parent]","SHARES PARENT — Risk managed at Grab Holdings Group level [Official: grab.com, conf 85]","SHARES PARENT — Compliance managed at Grab Holdings Group level [Official: grab.com, conf 85]","Suthen Thomas Paradatheth (Group CTO, Grab Holdings) [Wikipedia/Grab Holdings, conf 75 - Singapore HQ group-level, no Malaysia-specific CTO published] [INHERITED from Grab Holdings Group - parent]","SHARES PARENT — Internal Audit managed at Grab Holdings Group level [Official: grab.com, conf 85]"
,3,MSBs,I.Destinasi Sdn Bhd (IDSB),SMALL FIRM — No publicly disclosed CISO [conf 80],SMALL FIRM — No publicly disclosed Head of GRC [conf 80],SMALL FIRM — No publicly disclosed CFO [conf 80],SMALL FIRM — No publicly disclosed CRO [conf 80],SMALL FIRM — No publicly disclosed Head of Compliance [conf 80],SMALL FIRM — No publicly disclosed CIO [conf 80],SMALL FIRM — No publicly disclosed Head of Internal Audit [conf 80]
,3,MSBs,Instarem Sdn Bhd,"SHARES PARENT — Cybersecurity managed at Nium global level [Official: nium.com/about-us, conf 90]","SHARES PARENT — GRC managed at Nium global level (Amaresh Mohan, Chief Risk and Compliance Officer) [Official: nium.com, conf 90]","Andre Mancl (Chief Financial Officer, Nium global) [Official: nium.com/about-us, conf 95]","Amaresh Mohan (Chief Risk and Compliance Officer, Nium global) [Official: nium.com/about-us, conf 95]","Amaresh Mohan (Chief Risk and Compliance Officer, Nium global) [Official: nium.com/about-us, conf 95]","Sekhar Cidambi (Chief Technology Officer, Nium global) [Official: nium.com/about-us, conf 95]","SHARES PARENT — Internal Audit managed at Nium global level [Official: nium.com, conf 90]"
,3,MSBs,Money Match Sdn Bhd,"Poorya (Chief Information & Security Officer) [Official: moneymatch.co/about-us, conf 90 - note: first name only displayed]",SMALL FIRM — No publicly disclosed Head of GRC [conf 80],"Anees Aisyah (Chief Financial Officer) [Official: moneymatch.co/about-us, conf 92]",SMALL FIRM — No publicly disclosed CRO [conf 80],"Thavalogan (Head of Compliance) [Official: moneymatch.co/about-us, conf 88 - note: first name only displayed]","Jerry Chee (Chief Technology Officer) [Official: moneymatch.co/about-us, conf 92]",SMALL FIRM — No publicly disclosed Head of Internal Audit [conf 80]
,3,MSBs,SenangPay Sdn Bhd,SHARES PARENT — SenangPay acquired by DOKU (2022); cybersecurity managed at DOKU group level [conf 80],SHARES PARENT — No dedicated GRC; managed at DOKU group level [conf 80],"Mohd Mutalib (VP Finance and Account) [LinkedIn, conf 70] [senangPay is now a DOKU Company (acquired 2022)]",SHARES PARENT — No dedicated CRO; managed at DOKU group level [conf 80],SHARES PARENT — No dedicated Compliance Head; managed at DOKU group level [conf 80],SHARES PARENT — No dedicated CIO; IT managed at DOKU group level [conf 80],SHARES PARENT — No dedicated Internal Audit Head; managed at DOKU group level [conf 80]
,3,MSBs,Touch n Go eWallet Sdn Bhd,Suresh Balachandran,Dunstan Gerald Maurice,Lai Mee Fong,Dunstan Gerald Maurice,Dunstan Gerald Maurice,Desmond Chin Ye Foong,Hairul Imran
,3,MSBs,ToyyibPay Sdn Bhd,SMALL FIRM — No publicly disclosed CISO [conf 80],SMALL FIRM — No publicly disclosed Head of GRC [conf 80],SMALL FIRM — No publicly disclosed CFO [conf 80],SMALL FIRM — No publicly disclosed CRO [conf 80],SMALL FIRM — No publicly disclosed Head of Compliance [conf 80],SMALL FIRM — No publicly disclosed CIO [conf 80],SMALL FIRM — No publicly disclosed Head of Internal Audit [conf 80]
,3,MSBs,Wallex Sdn Bhd,"SHARES PARENT — Cybersecurity managed at M-DAQ Global/Wallex group level [Official: wallex.asia, conf 80]","SHARES PARENT — GRC managed at M-DAQ Global group level [Official: wallex.asia, conf 80]","SHARES PARENT — No dedicated CFO for Malaysia entity; managed at M-DAQ Global group level [Official: wallex.asia, conf 80]","SHARES PARENT — No dedicated CRO for Malaysia entity; managed at M-DAQ Global group level [Official: wallex.asia, conf 80]","Dee Patria Adithana, GRCP (Legal & Compliance Counsel, M-DAQ Global - parent) [Official: wallex.asia/en-sg/about-us + LinkedIn id.linkedin.com/in/dee-patria-adithana, conf 80 - Indonesia-based, inherited to Wallex Malaysia entity. Wallex.com DNS-fails; correct domain wallex.asia. M-DAQ HQ Singapore, PJ Malaysia office.]","SHARES PARENT — No dedicated CIO for Malaysia entity; IT managed at M-DAQ Global group level [Official: wallex.asia, conf 80]","SHARES PARENT — No dedicated Internal Audit Head for Malaysia entity [Official: wallex.asia, conf 80]"
,3,MSBs,Wise (formerly TransferWise) Malaysia Sdn Bhd,"SHARES PARENT — Cybersecurity managed at Wise Plc global level [Official: wise.com/governance, conf 85]","Jessica Winter (Chief Legal Officer / General Counsel, Wise Plc global) [Official: owners.wise.com/governance/leadership-team, conf 65 - General Counsel at UK fintechs typically oversees governance, risk, and compliance coordination; Wise Malaysia subsidiary inherits from parent]","Emmanuel Thomassin (Chief Financial Officer, Wise Plc global) [Official: owners.wise.com/governance/leadership-team, conf 95]","SHARES PARENT — No dedicated CRO for Malaysia entity; risk managed at Wise Plc global level [Official: owners.wise.com, conf 85]","Nita Patel (Group Chief Compliance Officer, Wise Plc global) [Official: owners.wise.com/governance/leadership-team, conf 95]","Harsh Sinha (Chief Technology Officer, Wise Plc global) [Official: owners.wise.com/governance/leadership-team, conf 95]","SHARES PARENT — No dedicated Internal Audit Head for Malaysia entity; IA managed at Wise Plc global level [Official: owners.wise.com, conf 85]"
,3,MSBs,Xendit Technologies (Malaysia) Sdn Bhd,"SHARES PARENT — Cybersecurity managed at Xendit group level (Indonesia HQ) [Official: xendit.co, conf 80]","SHARES PARENT — GRC managed at Xendit group level [Official: xendit.co, conf 80]","SHARES PARENT — No dedicated CFO for Malaysia entity; managed at Xendit group level [Official: xendit.co, conf 80]","SHARES PARENT — No dedicated CRO for Malaysia entity; managed at Xendit group level [Official: xendit.co, conf 80]","SHARES PARENT — No dedicated Compliance Head for Malaysia entity [Official: xendit.co, conf 80]","Bo Chen (Chief Technology Officer, Xendit - parent) [Official: xendit.co/en/company/, conf 80 - inherited to Malaysia entity. Xendit acquired Payex (BNM-licensed) 2023, full acquisition 2025. Malaysia Country Manager: Jayson Poon (official press release Oct 2025, conf 98, non-target). GM Malaysia: Jason Siew (press release Sep 2025, conf 98, non-target). Parent CEO: Moses Lo, COO: Tessa Wijaya (non-target).]","SHARES PARENT — No dedicated Internal Audit Head for Malaysia entity [Official: xendit.co, conf 80]"
,3,MSBs,iPay88 (Malaysia) Sdn Bhd,Alex Wah,SHARES PARENT — GRC managed at iPay88 group level [conf 80],SHARES PARENT — No dedicated CFO for Malaysia entity; managed at iPay88 group level [conf 80],SHARES PARENT — No dedicated CRO for Malaysia entity [conf 80],SHARES PARENT — No dedicated Compliance Head for Malaysia entity [conf 80],SHARES PARENT — No dedicated CIO for Malaysia entity; IT managed at iPay88 group level [conf 80],SHARES PARENT — No dedicated Internal Audit Head for Malaysia entity [conf 80]
,4,Card Schemes,AmBank AirAsia Visa Card,"SHARES PARENT — No dedicated CISO; cybersecurity managed at AmBank Group level (Malini Kanesamoorthy, Group CISO) [Source: ambankgroup.com, conf 85]",Shamsul Bahrom (Group CRO) + Faradina Ghouse (Group CCO) [Group-level: AmBank],"SHARES PARENT — No dedicated CFO for card product; financial management at AmBank Group level (Phuah Shok Cheng, Group CFO) [Source: ambankgroup.com, conf 85]","SHARES PARENT — No dedicated CRO; risk managed at AmBank Group level (Shamsul Bahrom, Group CRO) [Source: ambankgroup.com, conf 85]","SHARES PARENT — No dedicated Compliance Head; managed at AmBank Group level (Faradina Ghouse, Group CCO) [Source: ambankgroup.com, conf 85]","SHARES PARENT — No dedicated CIO; IT managed at AmBank Group level (Wong Eng Teng, Group CTO) [Source: ambankgroup.com, conf 85]","SHARES PARENT — No dedicated IA Head; managed at AmBank Group level (Ng Ek Leong, Group Chief Internal Auditor) [Source: ambankgroup.com, conf 85]"
,4,Card Schemes,CIMB Petronas Visa Card,Charles Samuel (Group CISO) [INHERITED from CIMB Bank Berhad - product brand governance],Kwan Keen Yew (Group Chief Integrity & Governance Officer) [INHERITED from CIMB Bank Berhad - product brand governance],Khairul Rifaie (Group Chief Financial & Strategy Officer) [INHERITED from CIMB Bank Berhad - product brand governance],Vera Handajani (Group CRO) [INHERITED from CIMB Bank Berhad - product brand governance],Kwan Keen Yew (Group Chief Legal & Compliance Officer) [INHERITED from CIMB Bank Berhad - product brand governance],Ros Aziah Mohd Yusoff (Group CTO) [INHERITED from CIMB Bank Berhad - product brand governance],Amran Mohamad (Group Chief Internal Auditor) [INHERITED from CIMB Bank Berhad - product brand governance]
,4,Card Schemes,Hong Leong Bank AirMiles Card,"Dr. Simon Hoh (CISO) [TheOrg: theorg.com/org/hong-leong-bank/org-chart/dr-simon-hoh, conf 65] [INHERITED from Hong Leong Bank Berhad - product brand governance]",Justin Soong (CRO) + Jack Babani (Compliance) [Group-level composite] [INHERITED from Hong Leong Bank Berhad - product brand governance],Malkit Singh (CFO) [The Org - unverified] [INHERITED from Hong Leong Bank Berhad - product brand governance],Justin Soong (Group CRO) [RocketReach] [INHERITED from Hong Leong Bank Berhad - product brand governance],Jack Babani (CCO) [The Org - unverified] [INHERITED from Hong Leong Bank Berhad - product brand governance],William Streitberg (Chief Info & Tech Officer) [The Org] [INHERITED from Hong Leong Bank Berhad - product brand governance],Chua Yew Lim (Chief Internal Auditor) [Official CG Report] [INHERITED from Hong Leong Bank Berhad - product brand governance]
,4,Card Schemes,Maybank Cash & Go Prepaid Card,Devinder Singh (Group CISO) [LinkedIn/The Org] [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail (Group CRO) + Inn Yiow (Group CCO) [Group-level: Maybank] [INHERITED from Maybank Berhad - product brand governance],Shafiq Abdul Jabbar [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail [INHERITED from Maybank Berhad - product brand governance],Inn Yiow (Group Chief Compliance Officer) [RocketReach/ZoomInfo] [INHERITED from Maybank Berhad - product brand governance],Giorgio Migliarina (Group Chief Technology & Digital Officer) [INHERITED from Maybank Berhad - product brand governance],Azian Ismail (Chief Audit Executive) [TheOrg] [INHERITED from Maybank Berhad - product brand governance]
,4,Card Schemes,Maybank Singapore Airlines Enrich Card,Devinder Singh (Group CISO) [LinkedIn/The Org] [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail (Group CRO) + Inn Yiow (Group CCO) [Group-level: Maybank] [INHERITED from Maybank Berhad - product brand governance],Shafiq Abdul Jabbar [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail [INHERITED from Maybank Berhad - product brand governance],Inn Yiow (Group Chief Compliance Officer) [RocketReach/ZoomInfo] [INHERITED from Maybank Berhad - product brand governance],Giorgio Migliarina (Group Chief Technology & Digital Officer) [INHERITED from Maybank Berhad - product brand governance],Azian Ismail (Chief Audit Executive) [TheOrg] [INHERITED from Maybank Berhad - product brand governance]
,4,Card Schemes,PayNet Card (by PayNet),"Meling Mudin (Chief Information Security Officer, PayNet group) [Inherited from PayNet parent per v5.5 leadership-inheritance precedent. Source: Star Cybersecurity Summit 2025 speaker page + LinkedIn + ZoomInfo; conf 95]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - PayNet Card = PayNet ""MyDebit"" domestic debit card scheme, inherited, conf 85]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - PayNet Card = PayNet ""MyDebit"" domestic debit card scheme, inherited, conf 85]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]"
,4,Card Schemes,RHB Shell Visa Card,Soon Yap (CISO) [LinkedIn] [INHERITED from RHB Bank Berhad - product brand governance],Azman Shah Md Yaman (Group Chief Legal & Governance Officer) [INHERITED from RHB Bank Berhad - product brand governance],Mohamed Bin Rastam Shahrom (Group CFO) [INHERITED from RHB Bank Berhad - product brand governance],Dr Chong Han Hwee (Group CRO) [INHERITED from RHB Bank Berhad - product brand governance],Fazlina Mohamed Ghazalli (Group CCO) [INHERITED from RHB Bank Berhad - product brand governance],Wong Kwang Leh (Group CTO) [INHERITED from RHB Bank Berhad - product brand governance],Tan Boon Ching (Group Chief Internal Auditor) [INHERITED from RHB Bank Berhad - product brand governance]
,4,Card Schemes,Standard Chartered Shopee Visa Card,"Sivanathan Subramaniam (CISO Malaysia) [LinkedIn: linkedin.com/posts/sivanathansubramaniam, conf 75] [INHERITED from Standard Chartered Bank Malaysia - product brand governance]",Ong Gaik Ean (CRO) + Irene Tan (Compliance) [Group-level composite] [INHERITED from Standard Chartered Bank Malaysia - product brand governance],Mushahid Syed (Interim CEO & CFO) [INHERITED from Standard Chartered Bank Malaysia - product brand governance],Ong Gaik Ean (CRO) [INHERITED from Standard Chartered Bank Malaysia - product brand governance],Irene Tan (Chief Compliance Officer) [INHERITED from Standard Chartered Bank Malaysia - product brand governance],Joy Chowdhury (Chief Technology & Operations Officer) [INHERITED from Standard Chartered Bank Malaysia - product brand governance],Praveen Sankaranarayan (Head of Audit) [INHERITED from Standard Chartered Bank Malaysia - product brand governance]
